X	Y	Z	P	R	Ya
1144	0	1144	0	0	0
1145	0	1145	0	0	0
1146	0	1146	0	0	0
1147	0	1147	0	0	0
1148	0	1148	0	0	0
1149	0	1149	0	0	0
1150	0	1150	0	0	0
1151	0	1151	0	0	0
1152	0	1152	0	0	0
1153	0	1153	0	0	0
1154	0	1154	0	0	0
1155	0	1155	0	0	0
1156	0	1156	0	0	0
1157	0	1157	0	1157	0
1158	0	1158	0	1158	0
1159	0	1159	0	1159	0
1160	0	1160	0	1160	0
1161	0	1161	0	1161	0
1162	0	1162	0	1162	0
1163	0	1163	0	1163	0
1164	0	1164	0	1164	0
1165	0	1165	0	1165	0
1166	0	1166	0	1166	0
1167	0	1167	0	1167	0
1168	0	1168	0	1168	0
1169	0	1169	0	1169	0
1170	0	1170	0	1170	0
1171	0	1171	0	1171	0
1172	0	1172	0	1172	0
1173	0	1173	0	1173	0
1174	0	1174	0	1174	0
1175	0	1175	0	1175	0
1176	0	1176	0	1176	0
1177	0	1177	0	1177	0
1178	0	1178	0	1178	0
1179	0	1179	0	1179	0
1180	0	1180	0	1180	0
1181	0	1181	0	1181	0
1182	0	1182	0	1182	0
1183	0	1183	0	1183	0
1184	0	1184	0	1184	0
1185	0	1185	0	1185	0
1186	0	1186	0	1186	0
1187	0	1187	0	1187	0
1188	0	1188	0	1188	0
1189	0	1189	0	1189	0
1190	0	1190	0	1190	0
1191	0	1191	0	1191	0
1192	0	1192	0	1192	0
1193	0	1193	0	1193	0
1194	0	1194	0	1194	0
1195	0	1195	0	1195	0
0	0	0	0	1196	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
